comment,toxic,threat,insult,discrimination,clean_comment,tokens
"racist gringo 

What did I told you to stop reverting my edits on the carrington family page? because i'm part mexican, doesn't mean you're a racist! 58.178.105.125  

180px",1,0,0,0,"racist gringo 

what did i told you to stop reverting my edits on the carrington family page because im part mexican doesnt mean youre a racist 58178105125  

180px","['racist', 'gringo', 'did', 'told', 'stop', 'reverting', 'edits', 'carrington', 'family', 'page', 'im', 'mexican', 'doesnt', 'mean', 'youre', 'racist', '58178105125', '180px']"
"""
Personally, glad Lynn Margulis is fucking dead.  What a waste of real intelligence.  As for being a notorious evolutionary biologist, sure, why not.  But is this article a list of evolutionary biologists?  It shouldn't be.  But if it is, there is no more famous evolutionary biologist today than Dawkins.  You say evolution, anyone would say Dawkins (right after Darwin). Talk• Contributions """,1,0,0,0,"
personally glad lynn margulis is fucking dead  what a waste of real intelligence  as for being a notorious evolutionary biologist sure why not  but is this article a list of evolutionary biologists  it shouldnt be  but if it is there is no more famous evolutionary biologist today than dawkins  you say evolution anyone would say dawkins right after darwin talk contributions ","['personally', 'glad', 'lynn', 'margulis', 'fucking', 'dead', 'waste', 'real', 'intelligence', 'notorious', 'evolutionary', 'biologist', 'sure', 'article', 'list', 'evolutionary', 'biologists', 'shouldnt', 'famous', 'evolutionary', 'biologist', 'today', 'dawkins', 'say', 'evolution', 'say', 'dawkins', 'right', 'darwin', 'talk', 'contributions']"
I just went ahead and implemented all changes. This seemed like the best thing to do.,0,0,0,0,i just went ahead and implemented all changes this seemed like the best thing to do,"['just', 'went', 'ahead', 'implemented', 'changes', 'like', 'best', 'thing']"
"How rude 

Seriously? My sillypeppymacspeed page was necessary and I don't fucking appreciate you flagging it.
Meet me face to face in Detroit and we'll settle this out. Come on homeboy, come fite me. I'm a real gangster.
i bet ur trap cat",1,0,0,0,"how rude 

seriously my sillypeppymacspeed page was necessary and i dont fucking appreciate you flagging it
meet me face to face in detroit and well settle this out come on homeboy come fite me im a real gangster
i bet ur trap cat","['rude', 'seriously', 'sillypeppymacspeed', 'page', 'necessary', 'dont', 'fucking', 'appreciate', 'flagging', 'meet', 'face', 'face', 'detroit', 'settle', 'come', 'homeboy', 'come', 'fite', 'im', 'real', 'gangster', 'bet', 'ur', 'trap', 'cat']"
. Fu ck ing trollreasons,1,0,1,0, fu ck ing trollreasons,"['fu', 'ck', 'ing', 'trollreasons']"
"Actually guys, nevermind. I am a homophobe! I HATE GAYS! P CALL ME EVERYONE I GIVE BJ's!!! LANCE BOYLE

1-617-669-2468",1,0,1,1,"actually guys nevermind i am a homophobe i hate gays p call me everyone i give bjs lance boyle

16176692468","['actually', 'guys', 'nevermind', 'homophobe', 'hate', 'gays', 'p', 'bjs', 'lance', 'boyle', '16176692468']"
"If you block me for telling you what you are, there will bw a holy war, I promise you that.",0,1,0,0,if you block me for telling you what you are there will bw a holy war i promise you that,"['block', 'telling', 'bw', 'holy', 'war', 'promise']"
Bold textStratford-upon-avon is old...,0,0,0,0,bold textstratforduponavon is old,"['bold', 'textstratforduponavon', 'old']"
"""
 Forgive me if I'm wrong, BlazikenMaster, but your attitude of """"if you know so much about the book, why not make an article about it"""" stikes me as unnecessarily rude, people do have the right to there own thoughts. Cheers,  """,0,0,0,0,"
 forgive me if im wrong blazikenmaster but your attitude of if you know so much about the book why not make an article about it stikes me as unnecessarily rude people do have the right to there own thoughts cheers  ","['forgive', 'im', 'wrong', 'blazikenmaster', 'attitude', 'know', 'book', 'make', 'article', 'stikes', 'unnecessarily', 'rude', 'people', 'right', 'thoughts', 'cheers']"
"Tags 

What exactly is disputed? Other than the fact that the article requires a major expansion, it seems pretty good and informative.",0,0,0,0,"tags 

what exactly is disputed other than the fact that the article requires a major expansion it seems pretty good and informative","['tags', 'exactly', 'disputed', 'fact', 'article', 'requires', 'major', 'expansion', 'pretty', 'good', 'informative']"
"Accidental mistake in Homeopathic Arsenicum 
Arthur...slow down, you move too fast.  I AGF, but please note you got confused between Linde's writings in 2005 about his meta-analysis about clinical research that was published in the Lancet in 1997.  He did NOT write about the meta-analysis he and others did in 1994 on environmental toxicology. Heck, we all make mistakes. That said, you need to read (or re-read what Linde wrote in 2005 about his clinical meta-analysis because you and some other editors tend to either mis-quote it or not describe it accurately.  Talk",0,0,0,0,"accidental mistake in homeopathic arsenicum 
arthurslow down you move too fast  i agf but please note you got confused between lindes writings in 2005 about his metaanalysis about clinical research that was published in the lancet in 1997  he did not write about the metaanalysis he and others did in 1994 on environmental toxicology heck we all make mistakes that said you need to read or reread what linde wrote in 2005 about his clinical metaanalysis because you and some other editors tend to either misquote it or not describe it accurately  talk","['accidental', 'mistake', 'homeopathic', 'arsenicum', 'arthurslow', 'fast', 'agf', 'note', 'got', 'confused', 'lindes', 'writings', '2005', 'metaanalysis', 'clinical', 'research', 'published', 'lancet', '1997', 'did', 'write', 'metaanalysis', 'did', '1994', 'environmental', 'toxicology', 'heck', 'make', 'mistakes', 'said', 'need', 'read', 'reread', 'linde', 'wrote', '2005', 'clinical', 'metaanalysis', 'editors', 'tend', 'misquote', 'accurately', 'talk']"
"Hello, you disgusting transsexual. 

You are a grotesque blight upon the earth. Please kill yourself.",1,1,1,1,"hello you disgusting transsexual 

you are a grotesque blight upon the earth please kill yourself","['hello', 'disgusting', 'transsexual', 'grotesque', 'blight', 'earth', 'kill']"
"""

 strange situation at the Barak Obama talk page 

Recently I added a single reliably-sourced word, """"African,"""" to the list of Barak Obama's mother's ethnic origins near the beginning of the Barak Obama article.  My basic point is that if the article mentions Obama's mother's single Scottish ancestor (who was born 400 years ago), as well as Obama's Irish and Swiss ancestry, then there shouldn't be a problem with an equally-brief mention of her African ancestry. My one-word addition to the article was first modified and then deleted, so I opened a talk page here.  The discussion has taken a disturbing turn, and seems to have hit a nerve of racial discomfort among some wikipedia editors.  In particular, the suggestion to delete the entire list of ethnic origins as a way to avoid adding the word """"African"""" strikes me as a potential public relations black eye for wikipedia, which is why I am making this post here.  """,0,0,0,0,"

 strange situation at the barak obama talk page 

recently i added a single reliablysourced word african to the list of barak obamas mothers ethnic origins near the beginning of the barak obama article  my basic point is that if the article mentions obamas mothers single scottish ancestor who was born 400 years ago as well as obamas irish and swiss ancestry then there shouldnt be a problem with an equallybrief mention of her african ancestry my oneword addition to the article was first modified and then deleted so i opened a talk page here  the discussion has taken a disturbing turn and seems to have hit a nerve of racial discomfort among some wikipedia editors  in particular the suggestion to delete the entire list of ethnic origins as a way to avoid adding the word african strikes me as a potential public relations black eye for wikipedia which is why i am making this post here  ","['strange', 'situation', 'barak', 'obama', 'talk', 'page', 'recently', 'added', 'single', 'reliablysourced', 'word', 'african', 'list', 'barak', 'obamas', 'mothers', 'ethnic', 'origins', 'near', 'beginning', 'barak', 'obama', 'article', 'basic', 'point', 'article', 'mentions', 'obamas', 'mothers', 'single', 'scottish', 'ancestor', 'born', '400', 'years', 'ago', 'obamas', 'irish', 'swiss', 'ancestry', 'shouldnt', 'problem', 'equallybrief', 'mention', 'african', 'ancestry', 'oneword', 'addition', 'article', 'modified', 'deleted', 'opened', 'talk', 'page', 'discussion', 'taken', 'disturbing', 'turn', 'hit', 'nerve', 'racial', 'discomfort', 'wikipedia', 'editors', 'particular', 'suggestion', 'delete', 'entire', 'list', 'ethnic', 'origins', 'way', 'avoid', 'adding', 'word', 'african', 'strikes', 'potential', 'public', 'relations', 'black', 'eye', 'wikipedia', 'making', 'post']"
"""

 Favor. I believe the section is neutral enough to remove the neutral dispute tag. In order of Jefferson to get to GA status the article needs to not have any neutrality disputes. There is criticism of Jefferson for not speaking out on emanicipation during his Presidency, his reluctance to free his slaves, his reliance on slavery to support his aristocratice lifestyle, his rhetoric contradicting his slave ownership, and the Louisiana Purchase treaty increased slavery in the West. Positive statements on Jefferson was that he was a humane slaveowner, mentioning his proposal to stop slavery in the West after 1800, and he banned the United States slave trade. Editors can address any other issues without the neutrality dispute tag. The article does state he manummitted only a few slaves. As far as """"humane"""" that is a matter of subjection. A reference that did state """"humane"""" would be helpful for the section.   """,0,0,0,0,"

 favor i believe the section is neutral enough to remove the neutral dispute tag in order of jefferson to get to ga status the article needs to not have any neutrality disputes there is criticism of jefferson for not speaking out on emanicipation during his presidency his reluctance to free his slaves his reliance on slavery to support his aristocratice lifestyle his rhetoric contradicting his slave ownership and the louisiana purchase treaty increased slavery in the west positive statements on jefferson was that he was a humane slaveowner mentioning his proposal to stop slavery in the west after 1800 and he banned the united states slave trade editors can address any other issues without the neutrality dispute tag the article does state he manummitted only a few slaves as far as humane that is a matter of subjection a reference that did state humane would be helpful for the section   ","['favor', 'believe', 'section', 'neutral', 'remove', 'neutral', 'dispute', 'tag', 'order', 'jefferson', 'ga', 'status', 'article', 'needs', 'neutrality', 'disputes', 'criticism', 'jefferson', 'speaking', 'emanicipation', 'presidency', 'reluctance', 'free', 'slaves', 'reliance', 'slavery', 'support', 'aristocratice', 'lifestyle', 'rhetoric', 'contradicting', 'slave', 'ownership', 'louisiana', 'purchase', 'treaty', 'increased', 'slavery', 'west', 'positive', 'statements', 'jefferson', 'humane', 'slaveowner', 'mentioning', 'proposal', 'stop', 'slavery', 'west', '1800', 'banned', 'united', 'states', 'slave', 'trade', 'editors', 'address', 'issues', 'neutrality', 'dispute', 'tag', 'article', 'does', 'state', 'manummitted', 'slaves', 'far', 'humane', 'matter', 'subjection', 'reference', 'did', 'state', 'humane', 'helpful', 'section']"
"Your request for undeletion
Hello. This message is being sent to inform you that a response has been made at Wikipedia:Requests for undeletion regarding a submission you made.",0,0,0,0,"your request for undeletion
hello this message is being sent to inform you that a response has been made at wikipediarequests for undeletion regarding a submission you made","['request', 'undeletion', 'hello', 'message', 'sent', 'inform', 'response', 'wikipediarequests', 'undeletion', 'regarding', 'submission']"
"""
 Ain't bothering me, I'm not required to sign my posts/edit. I didn't specifically threaten anyone and your blowing it out of control. It was a snide comment. If I said """"I'm going to kill him in a fire"""" thats different; saying """"I'm going to church to pray that he gets cancer or dies in a fire"""" is more of a sarchastic tone. Pity you can't see that. No matter. Bump it up to 2 weeks now, just cause you can. """,1,1,0,0,"
 aint bothering me im not required to sign my postsedit i didnt specifically threaten anyone and your blowing it out of control it was a snide comment if i said im going to kill him in a fire thats different saying im going to church to pray that he gets cancer or dies in a fire is more of a sarchastic tone pity you cant see that no matter bump it up to 2 weeks now just cause you can ","['aint', 'bothering', 'im', 'required', 'sign', 'postsedit', 'didnt', 'specifically', 'threaten', 'blowing', 'control', 'snide', 'comment', 'said', 'im', 'going', 'kill', 'thats', 'different', 'saying', 'im', 'going', 'church', 'pray', 'gets', 'cancer', 'dies', 'sarchastic', 'tone', 'pity', 'matter', 'bump', '2', 'weeks', 'just', 'cause']"
"""

 RfC for move at Talk:Vithoba 

There is discussion going on regarding moving article name Vithoba to Vitthal. As Lord Vitthal belongs to Solapur district posting it here for further opinion from related people. Thank you. Relevant discussion can be found at Talk:Vithoba#Requested move 29 July 2015 Send WikiLove  """,0,0,0,0,"

 rfc for move at talkvithoba 

there is discussion going on regarding moving article name vithoba to vitthal as lord vitthal belongs to solapur district posting it here for further opinion from related people thank you relevant discussion can be found at talkvithoba move 29 july 2015 send wikilove  ","['rfc', 'talkvithoba', 'discussion', 'going', 'regarding', 'moving', 'article', 'vithoba', 'vitthal', 'lord', 'vitthal', 'belongs', 'solapur', 'district', 'posting', 'opinion', 'related', 'people', 'thank', 'relevant', 'discussion', 'talkvithoba', '29', 'july', '2015', 'send', 'wikilove']"
"""
It isn't in the mainspace. It is still in your sandbox. Click the link you just linked.  — ☎ """,0,0,0,0,"
it isnt in the mainspace it is still in your sandbox click the link you just linked    ","['isnt', 'mainspace', 'sandbox', 'click', 'link', 'just', 'linked']"
to that thread on the RD,0,0,0,0,to that thread on the rd,"['thread', 'rd']"
Shut up you faggot.  4 July 2005 01:23 (UTC),1,0,1,1,shut up you faggot  4 july 2005 0123 utc,"['shut', 'faggot', '4', 'july', '2005', '0123', 'utc']"
"Xalwine lives! 

 im'a cutcho penis off bitch. then everyone will know the name of Xalwine. hows that for a credible source.",1,0,1,0,"xalwine lives 

 ima cutcho penis off bitch then everyone will know the name of xalwine hows that for a credible source","['xalwine', 'lives', 'ima', 'cutcho', 'penis', 'bitch', 'know', 'xalwine', 'hows', 'credible', 'source']"
After reading through Khaxar's comments and realizing that BBC never meant the name was false I've red acted some of the words myself. Also I'm taking an RfC for the first time so it is expected that I will make mistakes but why am I being given a hard time because of that?,0,0,0,0,after reading through khaxars comments and realizing that bbc never meant the name was false ive red acted some of the words myself also im taking an rfc for the first time so it is expected that i will make mistakes but why am i being given a hard time because of that,"['reading', 'khaxars', 'comments', 'realizing', 'bbc', 'meant', 'false', 'ive', 'red', 'acted', 'words', 'im', 'taking', 'rfc', 'time', 'expected', 'make', 'mistakes', 'given', 'hard', 'time']"
'''AND SUPPRESS HIS ACCOUNTS OF HOMOSEXUAL ENCOUNTERS IN HIS LETTERS TO VARIOUS CORRESPONDENTS,1,0,0,1,and suppress his accounts of homosexual encounters in his letters to various correspondents,"['suppress', 'accounts', 'homosexual', 'encounters', 'letters', 'various', 'correspondents']"
| decline=When an account is compromised we just leave it blocked per widespread security practice. You can start a new one without prejudice as long as you disclose that this one was once yours. —   }},0,0,0,0, declinewhen an account is compromised we just leave it blocked per widespread security practice you can start a new one without prejudice as long as you disclose that this one was once yours    ,"['declinewhen', 'account', 'compromised', 'just', 'leave', 'blocked', 'widespread', 'security', 'practice', 'start', 'new', 'prejudice', 'long', 'disclose']"
He's a baldjo faggot.,1,0,1,0,hes a baldjo faggot,"['hes', 'baldjo', 'faggot']"
"Editing Wikipedia 

Fuck You, you anal rapist",1,0,1,0,"editing wikipedia 

fuck you you anal rapist","['editing', 'wikipedia', 'fuck', 'anal', 'rapist']"
"Also note that this guy ^^ had his name redacted from the discussion history to protect his privacy even though his full name appears in his signature (albeit in Japanese). Even if I had a complete lack of knowledge about the Japanese language, Google is able to automatically detect this... http://translate.google.com/#auto|en|%E3%82%AF%E3%83%AA%E3%82%B9%20%E2%80%A2%20%E3%83%95%E3%82%A3%E3%83%83%E3%83%81 99.231.241.146",0,0,0,0,also note that this guy  had his name redacted from the discussion history to protect his privacy even though his full name appears in his signature albeit in japanese even if i had a complete lack of knowledge about the japanese language google is able to automatically detect this  99231241146,"['note', 'guy', 'redacted', 'discussion', 'history', 'protect', 'privacy', 'appears', 'signature', 'albeit', 'japanese', 'complete', 'lack', 'knowledge', 'japanese', 'language', 'google', 'able', 'automatically', 'detect', '99231241146']"
""":::::::I think I'm going to write a memoir called """"Journal of the Non-Blocked Years"""": Chapter one: """"Day five. Still not blocked. I trusted the validity of what Tao said because he was so wise and backed up whatever he said with evidence. Maybe his threats were all empty after all, diary. But maybe one day they'll come. Maybe one day they'll put me out of my misery. If there is a 'they.'"""" """"Whoa"""" is about the equivilent of your mental processes, you dumb bastard.  

""",1,0,1,0,"i think im going to write a memoir called journal of the nonblocked years chapter one day five still not blocked i trusted the validity of what tao said because he was so wise and backed up whatever he said with evidence maybe his threats were all empty after all diary but maybe one day theyll come maybe one day theyll put me out of my misery if there is a they whoa is about the equivilent of your mental processes you dumb bastard  

","['think', 'im', 'going', 'write', 'memoir', 'called', 'journal', 'nonblocked', 'years', 'chapter', 'day', 'blocked', 'trusted', 'validity', 'tao', 'said', 'wise', 'backed', 'said', 'evidence', 'maybe', 'threats', 'diary', 'maybe', 'day', 'theyll', 'come', 'maybe', 'day', 'theyll', 'misery', 'whoa', 'equivilent', 'mental', 'processes', 'dumb', 'bastard']"
. You have to realize that overwhelming articles on China-occupied regions are increasingly POV but not NPOV. Not keep fulling yourselves. It's time to wake up.,0,0,0,0, you have to realize that overwhelming articles on chinaoccupied regions are increasingly pov but not npov not keep fulling yourselves its time to wake up,"['realize', 'overwhelming', 'articles', 'chinaoccupied', 'regions', 'increasingly', 'pov', 'npov', 'fulling', 'time', 'wake']"
"About a week ago, I restored this material in vastly expanded form and no one has objected.",0,0,0,0,about a week ago i restored this material in vastly expanded form and no one has objected,"['week', 'ago', 'restored', 'material', 'vastly', 'expanded', 'form', 'objected']"
REDIRECT Talk:Metal objects (Out-of-place artifacts),0,0,0,0,redirect talkmetal objects outofplace artifacts,"['redirect', 'talkmetal', 'objects', 'outofplace', 'artifacts']"
"Kabajeb? 

Who makes kabajeb under isil control?source? Everybody knows that the road(palmyra to deir el zor) is under army control.Please fix it and make it red",0,0,0,0,"kabajeb 

who makes kabajeb under isil controlsource everybody knows that the roadpalmyra to deir el zor is under army controlplease fix it and make it red","['kabajeb', 'makes', 'kabajeb', 'isil', 'controlsource', 'everybody', 'knows', 'roadpalmyra', 'deir', 'el', 'zor', 'army', 'controlplease', 'fix', 'make', 'red']"
"F'UCK YOU ADMINISTRATORS (I WILL BE BACK TO TROLL YOU MORONS) 

Just a message.",1,0,1,0,"fuck you administrators i will be back to troll you morons 

just a message","['fuck', 'administrators', 'troll', 'morons', 'just', 'message']"
"""

There even is a second vandal posting """"in my name"""": 
http://ws.arin.net/cgi-bin/whois.pl in this case gives 
OrgName:    ThePlanet.com Internet Services, Inc. 
OrgID:      TPCM
Address:    1333 North Stemmons Freeway
Address:    Suite 110
City:       Dallas
StateProv:  TX
PostalCode: 75207
Country:    US
As this was given as the reason for my block  I protest it. I also protest the admin not checking who posts at his page, although I admit I would not have thought of the possibility someone doing something that stupid either.
""",0,0,0,0,"

there even is a second vandal posting in my name 
 in this case gives 
orgname    theplanetcom internet services inc 
orgid      tpcm
address    1333 north stemmons freeway
address    suite 110
city       dallas
stateprov  tx
postalcode 75207
country    us
as this was given as the reason for my block  i protest it i also protest the admin not checking who posts at his page although i admit i would not have thought of the possibility someone doing something that stupid either
","['second', 'vandal', 'posting', 'case', 'gives', 'orgname', 'theplanetcom', 'internet', 'services', 'orgid', 'tpcm', 'address', '1333', 'north', 'stemmons', 'freeway', 'address', 'suite', '110', 'city', 'dallas', 'stateprov', 'tx', 'postalcode', '75207', 'country', 'given', 'reason', 'block', 'protest', 'protest', 'admin', 'checking', 'posts', 'page', 'admit', 'thought', 'possibility', 'doing', 'stupid']"
"But anyway, Great idea adding the SI units to the tank articles.",0,0,0,0,but anyway great idea adding the si units to the tank articles,"['great', 'idea', 'adding', 'si', 'units', 'tank', 'articles']"
"""

Yes, of course. How would that work exactly? I could look through those articles in the link and check the sections I contributed to if there are any issues of keeping too close to the sources whether added by me or by somebody else, since many articles have undergone some change with time. I'd then provide a """"done"""" list to you with diffs i. e. How does it work with the quotations? They are fine to use, aren't they? Best regards,   """,0,0,0,0,"

yes of course how would that work exactly i could look through those articles in the link and check the sections i contributed to if there are any issues of keeping too close to the sources whether added by me or by somebody else since many articles have undergone some change with time id then provide a done list to you with diffs i e how does it work with the quotations they are fine to use arent they best regards   ","['yes', 'course', 'work', 'exactly', 'look', 'articles', 'link', 'check', 'sections', 'contributed', 'issues', 'keeping', 'close', 'sources', 'added', 'somebody', 'articles', 'undergone', 'change', 'time', 'id', 'provide', 'list', 'diffs', 'e', 'does', 'work', 'quotations', 'fine', 'use', 'arent', 'best', 'regards']"
"Don't even start with me Mr. Confused Gender. You and your criminal friends started this war, and right now, you are loosing. You, Matthew, and your punk friends picked this fight when SORBS blocked my address without reason, then started slanderous material about me after you blocked me. Thats why SORBS.us went up, to fight SORBS, AHBL, SPEWS, and MAPS and your criminal activity. So don't you even think you will try to turn this around and make it look like I started it. This is a free country that protects 1st amendment rights from little commies like you. You are a sorry, pathetic, foul little queer creature who has no existance in today's world. What makes you think you are even worthy to stand in the same place as Steve Linford with your pathetic little pro-spam RBL?

As for your extortionist friend Matthew Sullivan, he will be arrested on sight should he ever come to the U.S. You and your extortionist, spammer friends are treading on very thin ice in the legal system right now. SORBS has blocked numerous valid systems,  as well as being kicked from XO for AUP violations, but you don't want that known. You prefer that people stay in the dark, and not have access to accurate information. If I had the time, I would list every valid system that SORBS has blocked, and refused to remove, as well as list your criminal record on AHBL's wiki.

You have attempted to halt the flow of new information on Wikipedia, and have tried numerous censorship schemes, not only to myself, but many others as well, and it is going to stop. Your Nazi dictatorship attitude won't get you far in this life little man. Everyone has the right to edit wikipedia with accurate information, If you have a problem with that, take it up with Wikipedia. - User:OryHara

So edit this post. Censor it. I know you will because you love censorship, and hate the 1st amendment. You will try to censor everyone that opposes you and your ideas. I supposed you hate net neutrality as well.",0,0,1,1,"dont even start with me mr confused gender you and your criminal friends started this war and right now you are loosing you matthew and your punk friends picked this fight when sorbs blocked my address without reason then started slanderous material about me after you blocked me thats why sorbsus went up to fight sorbs ahbl spews and maps and your criminal activity so dont you even think you will try to turn this around and make it look like i started it this is a free country that protects 1st amendment rights from little commies like you you are a sorry pathetic foul little queer creature who has no existance in todays world what makes you think you are even worthy to stand in the same place as steve linford with your pathetic little prospam rbl

as for your extortionist friend matthew sullivan he will be arrested on sight should he ever come to the us you and your extortionist spammer friends are treading on very thin ice in the legal system right now sorbs has blocked numerous valid systems  as well as being kicked from xo for aup violations but you dont want that known you prefer that people stay in the dark and not have access to accurate information if i had the time i would list every valid system that sorbs has blocked and refused to remove as well as list your criminal record on ahbls wiki

you have attempted to halt the flow of new information on wikipedia and have tried numerous censorship schemes not only to myself but many others as well and it is going to stop your nazi dictatorship attitude wont get you far in this life little man everyone has the right to edit wikipedia with accurate information if you have a problem with that take it up with wikipedia  useroryhara

so edit this post censor it i know you will because you love censorship and hate the 1st amendment you will try to censor everyone that opposes you and your ideas i supposed you hate net neutrality as well","['dont', 'start', 'mr', 'confused', 'gender', 'criminal', 'friends', 'started', 'war', 'right', 'loosing', 'matthew', 'punk', 'friends', 'picked', 'fight', 'sorbs', 'blocked', 'address', 'reason', 'started', 'slanderous', 'material', 'blocked', 'thats', 'sorbsus', 'went', 'fight', 'sorbs', 'ahbl', 'spews', 'maps', 'criminal', 'activity', 'dont', 'think', 'try', 'turn', 'make', 'look', 'like', 'started', 'free', 'country', 'protects', '1st', 'amendment', 'rights', 'little', 'commies', 'like', 'sorry', 'pathetic', 'foul', 'little', 'queer', 'creature', 'existance', 'todays', 'world', 'makes', 'think', 'worthy', 'stand', 'place', 'steve', 'linford', 'pathetic', 'little', 'prospam', 'rbl', 'extortionist', 'friend', 'matthew', 'sullivan', 'arrested', 'sight', 'come', 'extortionist', 'spammer', 'friends', 'treading', 'ice', 'legal', 'right', 'sorbs', 'blocked', 'numerous', 'valid', 'systems', 'kicked', 'xo', 'aup', 'violations', 'dont', 'want', 'known', 'prefer', 'people', 'stay', 'dark', 'access', 'accurate', 'information', 'time', 'list', 'valid', 'sorbs', 'blocked', 'refused', 'remove', 'list', 'criminal', 'record', 'ahbls', 'wiki', 'attempted', 'halt', 'flow', 'new', 'information', 'wikipedia', 'tried', 'numerous', 'censorship', 'schemes', 'going', 'stop', 'nazi', 'dictatorship', 'attitude', 'wont', 'far', 'life', 'little', 'man', 'right', 'edit', 'wikipedia', 'accurate', 'information', 'problem', 'wikipedia', 'useroryhara', 'edit', 'post', 'censor', 'know', 'love', 'censorship', 'hate', '1st', 'amendment', 'try', 'censor', 'opposes', 'ideas', 'supposed', 'hate', 'net', 'neutrality']"
breaches the universal FTL speed bound assumption - which,0,0,0,0,breaches the universal ftl speed bound assumption  which,"['breaches', 'universal', 'ftl', 'speed', 'bound', 'assumption']"
"Fag 

Stop reverting my edits or I will kill you",1,1,0,0,"fag 

stop reverting my edits or i will kill you","['fag', 'stop', 'reverting', 'edits', 'kill']"
"I'm retired, fuckers. Leave me alone.",1,0,1,0,im retired fuckers leave me alone,"['im', 'retired', 'fuckers', 'leave']"
i live with my mom and im a gay fag that lives in england,1,0,0,0,i live with my mom and im a gay fag that lives in england,"['live', 'mom', 'im', 'gay', 'fag', 'lives', 'england']"
"The conclusion is obvious - when you don't like what someone says because it's true, do what the Nazis did and silence that person. How Jewish of you! 12.176.152.194",1,0,0,1,the conclusion is obvious  when you dont like what someone says because its true do what the nazis did and silence that person how jewish of you 12176152194,"['conclusion', 'obvious', 'dont', 'like', 'says', 'true', 'nazis', 'did', 'silence', 'person', 'jewish', '12176152194']"
