comment,toxic,threat,insult,discrimination
"I added some reviews but they won't show up, what's wrong?",0,0,0,0
"""Hello there, welcome to the 'pedia! I hope you like the place and decide to stay. If you need any questions answered about the project then check out Wikipedia:Help or drop me a line. BTW, nice additions and copyedits. 
I did go ahead and """"wikify"""" a couple of your new entries for you so that they look and work like similar articles here. Cheers! maveric149""",0,0,0,0
REDIRECT Talk:Great Divide Brewery Company,0,0,0,0
I NEVER FUCKING MADE THIS MOTHER FUCKING ARTICLE I JUST FUCKING EDITED IT AND THAT WAS A FUCKING LONG TIME AGO FUCKING ASSHOLES! PISSING ME OFF @,1,0,1,0
"""
Watch it: Palestinian national radio puts out the call, a bunch of women in Burkhas show up at a mosque to smuggle out the terrorists hiding there, get shot at, and the terrorists bitch about the IDF firing on """"civilian women"""" and there's no propaganda machine? Bull Fucking Shit You Racist Scumbag.  """,1,0,1,1
"You are beautiful 

Make love to me.",0,0,0,0
"I WILL FUCK YOU UP, YOU IRISH PANSY 

FUCK YOUR MOTHER",1,1,1,1
"African American?   04:56, 16 Jun 2005 (UTC)",0,0,0,0
""" - (unsigned)

Well then, (though I've not read it) I suspect Discover magazine is being silly. Rheumatic fever is one consequence of streptococcal pharyngitis. But another is renal failure causing nephrotic syndrome (and thus anasarca). So they can't really """"rule out"""" renal disease (nor can they with much legitimacy argue that Mozart """"probably"""" died of rheumatic fever because it was epidemic). Nor have they listed all the possible causes of anasarca. These """"retrospective"""" diagnoses are always rather tenuous, and should rarely be taken as proven. -  19:27, 5 Jul 2004 (UTC)""",0,0,0,0
"This talk page is whack, who said QWERTY isn't gonna be on the album, they never confirmed or denied it.
And of course the albums gonna be released....unless they all die...",0,0,0,0
"I think you'll find that Derry is in this country of Ireland, even if it is not in the state of Ireland.",0,0,0,0
"Go for it, dipshit.  You're just another islamo/christian terroist.  Fuck off already!  get the fuck out of my coutnry!  Move to fucking Pakistian!",1,0,1,1
") 

Fuck you. Eat shit and die.",1,0,1,0
"""
If only Wikipedia admins were neutral, right?  Honestly, some pro-China admin decides to block my little brother (who is 16, by the way) for """"wildly tendentious editing"""" when Miracle Dream does the same thing (you admit it too) https://en.wikipedia.org/wiki/User_talk:Miracle_dream#Rebooted_discussion.  Granted, most of my entertainment in this discussion stemmed from reading the comments of Miracle Dream (You my misrepresent comments again!!! If you again reply I report you!!!) and MtBell(I just imagine angry William Hung, he was apparently REALLYYY pissed about the first consensus).  As for the first paragraph of your response, you know full well why you won't """"bother uploading photos."""" For the second paragraph, everything has to be about you or your chinaman brothers, right? Snorri replied using false information when he replied to my brother about Williamsen. And I would actually love for you to list the three times that I replied using false information.  I'm waiting, dear Remotepluto, preach the gospel!  Anyways, I hope you felt good joining late and ganging up on a 16 year old when there were three already on one side (Your first 6 comments got SHUT DOWN by my little bro, guess you're relieved that he's blocked now).  Clearly, the only way the Chinese side was going to win was to use underhanded tactics such as censoring the opposition (like some country) and just not mentioning the earlier consensus.  Victory achieved through dirty tactics must taste terrible (JW, what does dog taste like?).  Enjoy the warm beer while you can, though.   """,0,0,0,0
"but nigga 

You gay nigga it's my userpage thing. fuck whites . nigga ass  Ǔ",1,0,1,1
"Agreed, it's irrelevant and should be removed.",0,0,0,0
you are a raging gay and i think you are so sad that you give a flying f**k about CCGT's,1,0,1,1
"Suck it!!! Asyou're used to do,ignorant Romanian Nazi!",1,0,1,1
IM A FUCKING ASSHOLE!!,1,0,0,0
"""Just face the truth: you can't escape it!==
User:Arilang1234 didn't edit your foul, slimy racist template, you loser. I suggest that YOU stop pretending that Manchus are ethnically Chinese. How about YOU face the undeniable truth?

And how about YOU stop making false accusations about other users?   

Following the blocking of the above user, I am very surprised that you haven't been blocked from editing Wikipedia as well given that your Manchu ethnicity template itself (as created by you) is also a blatant violation of Wikipedia policy. 96.9.180.213  

Barnstar
  The Monkey's Barnstar For pushing forward fringe views on Wikipedia, especially your foul, slimy, racist view that Manchus are ethnically Chinese. You have proven yourself to be more barbaric than this monkey. Here's a banana.

Congratulations for acting like a monkey!
Wow, so you have managed to earn The Monkey's Barnstar. You must be highly barbaric then. 209.162.35.64  

Stop making false accusations
Congratulations for calling User 77.182.67.105 the """"h word"""". Well I have news for you: User 77.182.67.105 is not ethnically Chinese. So just face the truth and stop name-calling, you racist Manchu! Otherwise, I will get my meatpuppets to stop you in your tracks!   

==""",0,0,1,1
"Fucking krauts 

Learn to speak English you fucking dirty kraut!",1,0,1,1
"""
My insertion of the word """"who"""" is no more biased than your insertion of the word """"what."""" Btw, fertilization is conception. I've never heard of the distinction which you brought up. My World Book 1989 Encyclopedia states as such. Each cell increases its chromosome count from twenty-three to forty-six upon conception. """,0,0,0,0
"Queen Mary 2

I'm not sure what you were trying to achive with the move you reverted. If the intention was that the name displayed in italics, there is a template that does this (). {{RMS|Queen Mary 2||2}} produces .",0,0,0,0
Go and fall off a cliff and die you pathetic bastard.,1,0,1,0
"IM GOING TO KILL YOU 

I JUST WANT YOU TO KNOW THAT",1,1,0,0
"""

Firstly, The concept of """"state terrorism"""" as it applies to declared war is inherently fringe. The USA and the Empire of Japan were engaged in a declared war. The idea of """"war terrorism"""", as outlined in the article now is a a neologism and shouldn't be included on Wikipedia. When you include information on the """"targeting of innocents to achieve a political goal"""" Hiroshima and Nagasaki were military targets and were defended by an air force. What you have included, and reverted to goes on about the use of air power in unrelated conflicts as if that too were """"terrorism"""". """"Terrorism"""" and """"terror"""" """"terrifying"""" are different things. A declared war between 2 nation states is certainly terrifying, but it isn't """"terrorism"""" and as such the opinions of a the few college professors who specialize in this are given undue weight here. 
Secondly, I am not the one who is """"edit warring"""".  Per the WP:BRD cycle you were bold and added material to the encyclopedia, I disagree with the materials inclusion and reverted. It was objected to. That is where you were supposed to take it to the talk page and discuss the changes, instead you reverted. That's edit warring.   """,0,0,0,0
"New Photographs
Hey Matt, I just want to take the time to comment on the latest round of Riverina photographs you have taken (I'm even slightly envious because I just haven't had the time to get out there recently) but getting such a big lot of them including Mairjimmy whose page was deleted by another editor because it had no image is fantastic.  However then when I was about to post this message I saw the link to your Darwin Station photos and they are brilliant also. (I assume you must be travelling with work and not driving yourself up the centre?) talk",0,0,0,0
"DUST FILTER AND CALTLAS, IF YOU RVV IT AGAIN! I WILL FUCKIN KILL YOU! I WILL BLOCK YOU, I WILL BLANK YOUR TALK PAGE, I WILL STEAL YOUR PASSWORD, I WILL TAKE OVER YOU! I WILL BLOCK YOU! 

DUST FILTER AND CALTLAS, IF YOU RVV IT AGAIN! I WILL FUCKIN KILL YOU! I WILL BLOCK YOU, I WILL BLANK YOUR TALK PAGE, I WILL STEAL YOUR PASSWORD, I WILL TAKE OVER YOU! I WILL BLOCK YOU! 

DUST FILTER AND CALTLAS, IF YOU RVV IT AGAIN! I WILL FUCKIN KILL YOU! I WILL BLOCK YOU, I WILL BLANK YOUR TALK PAGE, I WILL STEAL YOUR PASSWORD, I WILL TAKE OVER YOU! I WILL BLOCK YOU! 

DUST FILTER AND CALTLAS, IF YOU RVV IT AGAIN! I WILL FUCKIN KILL YOU! I WILL BLOCK YOU, I WILL BLANK YOUR TALK PAGE, I WILL STEAL YOUR PASSWORD, I WILL TAKE OVER YOU! I WILL BLOCK YOU! 

DUST FILTER AND CALTLAS, IF YOU RVV IT AGAIN! I WILL FUCKIN KILL YOU! I WILL BLOCK YOU, I WILL BLANK YOUR TALK PAGE, I WILL STEAL YOUR PASSWORD, I WILL TAKE OVER YOU! I WILL BLOCK YOU! 

DUST FILTER AND CALTLAS, IF YOU RVV IT AGAIN! I WILL FUCKIN KILL YOU! I WILL BLOCK YOU, I WILL BLANK YOUR TALK PAGE, I WILL STEAL YOUR PASSWORD, I WILL TAKE OVER YOU! I WILL BLOCK YOU! 

DUST FILTER AND CALTLAS, IF YOU RVV IT AGAIN! I WILL FUCKIN KILL YOU! I WILL BLOCK YOU, I WILL BLANK YOUR TALK PAGE, I WILL STEAL YOUR PASSWORD, I WILL TAKE OVER YOU! I WILL BLOCK YOU! 

DUST FILTER AND CALTLAS, IF YOU RVV IT AGAIN! I WILL FUCKIN KILL YOU! I WILL BLOCK YOU, I WILL BLANK YOUR TALK PAGE, I WILL STEAL YOUR PASSWORD, I WILL TAKE OVER YOU! I WILL BLOCK YOU! 

DUST FILTER AND CALTLAS, IF YOU RVV IT AGAIN! I WILL FUCKIN KILL YOU! I WILL BLOCK YOU, I WILL BLANK YOUR TALK PAGE, I WILL STEAL YOUR PASSWORD, I WILL TAKE OVER YOU! I WILL BLOCK YOU! 

DUST FILTER AND CALTLAS, IF YOU RVV IT AGAIN! I WILL FUCKIN KILL YOU! I WILL BLOCK YOU, I WILL BLANK YOUR TALK PAGE, I WILL STEAL YOUR PASSWORD, I WILL TAKE OVER YOU! I WILL BLOCK YOU! 

DUST FILTER AND CALTLAS, IF YOU RVV IT AGAIN! I WILL FUCKIN KILL YOU! I WILL BLOCK YOU, I WILL BLANK YOUR TALK PAGE, I WILL STEAL YOUR PASSWORD, I WILL TAKE OVER YOU! I WILL BLOCK YOU! 

DUST FILTER AND CALTLAS, IF YOU RVV IT AGAIN! I WILL FUCKIN KILL YOU! I WILL BLOCK YOU, I WILL BLANK YOUR TALK PAGE, I WILL STEAL YOUR PASSWORD, I WILL TAKE OVER YOU! I WILL BLOCK YOU! 

DUST FILTER AND CALTLAS, IF YOU RVV IT AGAIN! I WILL FUCKIN KILL YOU! I WILL BLOCK YOU, I WILL BLANK YOUR TALK PAGE, I WILL STEAL YOUR PASSWORD, I WILL TAKE OVER YOU! I WILL BLOCK YOU! 

DUST FILTER AND CALTLAS, IF YOU RVV IT AGAIN! I WILL FUCKIN KILL YOU! I WILL BLOCK YOU, I WILL BLANK YOUR TALK PAGE, I WILL STEAL YOUR PASSWORD, I WILL TAKE OVER YOU! I WILL BLOCK YOU! 

DUST FILTER AND CALTLAS, IF YOU RVV IT AGAIN! I WILL FUCKIN KILL YOU! I WILL BLOCK YOU, I WILL BLANK YOUR TALK PAGE, I WILL STEAL YOUR PASSWORD, I WILL TAKE OVER YOU! I WILL BLOCK YOU! 

DUST FILTER AND CALTLAS, IF YOU RVV IT AGAIN! I WILL FUCKIN KILL YOU! I WILL BLOCK YOU, I WILL BLANK YOUR TALK PAGE, I WILL STEAL YOUR PASSWORD, I WILL TAKE OVER YOU! I WILL BLOCK YOU! 

DUST FILTER AND CALTLAS, IF YOU RVV IT AGAIN! I WILL FUCKIN KILL YOU! I WILL BLOCK YOU, I WILL BLANK YOUR TALK PAGE, I WILL STEAL YOUR PASSWORD, I WILL TAKE OVER YOU! I WILL BLOCK YOU! 

DUST FILTER AND CALTLAS, IF YOU RVV IT AGAIN! I WILL FUCKIN KILL YOU! I WILL BLOCK YOU, I WILL BLANK YOUR TALK PAGE, I WILL STEAL YOUR PASSWORD, I WILL TAKE OVER YOU! I WILL BLOCK YOU! 

DUST FILTER AND CALTLAS, IF YOU RVV IT AGAIN! I WILL FUCKIN KILL YOU! I WILL BLOCK YOU, I WILL BLANK YOUR TALK PAGE, I WILL STEAL YOUR PASSWORD, I WILL TAKE OVER YOU! I WILL BLOCK YOU! 

DUST FILTER AND CALTLAS, IF YOU RVV IT AGAIN! I WILL FUCKIN KILL YOU! I WILL BLOCK YOU, I WILL BLANK YOUR TALK PAGE, I WILL STEAL YOUR PASSWORD, I WILL TAKE OVER YOU! I WILL BLOCK YOU! 

DUST FILTER AND CALTLAS, IF YOU RVV IT AGAIN! I WILL FUCKIN KILL YOU! I WILL BLOCK YOU, I WILL BLANK YOUR TALK PAGE, I WILL STEAL YOUR PASSWORD, I WILL TAKE OVER YOU! I WILL BLOCK YOU! 

DUST FILTER AND CALTLAS, IF YOU RVV IT AGAIN! I WILL FUCKIN KILL YOU! I WILL BLOCK YOU, I WILL BLANK YOUR TALK PAGE, I WILL STEAL YOUR PASSWORD, I WILL TAKE OVER YOU! I WILL BLOCK YOU! 

DUST FILTER AND CALTLAS, IF YOU RVV IT AGAIN! I WILL FUCKIN KILL YOU! I WILL BLOCK YOU, I WILL BLANK YOUR TALK PAGE, I WILL STEAL YOUR PASSWORD, I WILL TAKE OVER YOU! I WILL BLOCK YOU! 

DUST FILTER AND CALTLAS, IF YOU RVV IT AGAIN! I WILL FUCKIN KILL YOU! I WILL BLOCK YOU, I WILL BLANK YOUR TALK PAGE, I WILL STEAL YOUR PASSWORD, I WILL TAKE OVER YOU! I WILL BLOCK YOU! 

DUST FILTER AND CALTLAS, IF YOU RVV IT AGAIN! I W",1,1,1,0
", and H from earlier as well,",0,0,0,0
"OK, you are a faggot. Keep being an ass. And don't forget to edit it.wikipedia.org/wiki/Marie_Luv fr.wikipedia.org/wiki/Marie_Luv es.wikipedia.org/wiki/Marie_Luv pt.wikipedia.org/wiki/Marie_Luv. And write to Jimbo to complain that Marie Luv entry was nominated as a Pornography Featured article. With her real name!!! WTF??? Such a shame!!! http://en.wikipedia.org/wiki/Portal:Pornography/Featured_article/38

Add by the way, rewrite the part of the article that is a copy/paste from IMDb. Not a serious reliable source.

Oh! And write to Google to state that they don't respect her privacy: Quiana Marie Bryant.

BTW you won. I'll stop editing wikipedia. Since adding informations is useless with poor guys like you. Cheers.

85.201.107.27",1,0,0,0
"new mud volcano 

couple of quotes from this article  below

The presence of a large high-pressure underground natural gas reserves is a prerequisite for the mud eruption. Almost half of all mud volcanoes in the world are located in the area of the South Caspian Basin and about thirty of them - in western Turkmenistan

The Cheleken Alakel is the largest volcano in western Turkmenistan

both probably worthy of inclusion in the article or starting a stub",0,0,0,0
"""
I SEE U STILL HAVEN'T CHANGED
GO TO HELL U RIGHT WING CONSERVATIVE BASTARD WHO TURNED ON HIS FELLOW SOLDIERS

I don't know if any of u guys pay attention to politics but the RNC just basically kicked Michael Steel out of office as the chair person. Can you even guess y the conservatives would vote a (gasp) """"black"""" man into the RNC chair arguably the 4th most powerful rep. position? Can you wrap ur mind around the iddea it was...

You want me to edit properly?
It pisses you off when someone keeps on doing something when you told them to stop, no? Life would be a whole lot easier if I were to stop fucking with you, no? Well how bout this? I'll leave you the fuck alone when: 1) Corporations realize that they are serving LIVING BREATHING PEOPLE and not just wallets that contribute to the corporation's stock 2) When Universal Healthcare is implemented for the ppoor starving black, mexican, eastern european, and poor white trash immigrants or natives 3) When messin' world hunger is solved
Get it through ur thick head that republicans have no concern for human welfare all they care about is making themselves richer and others poorer DID U MESSING KNOW that the US SPENDS MORE ON fuking WAR and Defense thaN HIGHER EDUCATION!!
WHAT KIND OF ANIMAL ARE YOU THAT GOES AROUND SUPPORTING WAR Here is my decree: i will mess with you i will mess with republicans i will fight for the pooor good bye and hope you choke on ur food today""",1,0,1,0
"Law
| Sir Syed Sultan Ahmed
|-
| Posts and Air
| Sir Mohammad Usman
|-
| Representative at the British War Cabinet and on the Pacific War Council
| Arcot Ramasamy Mudaliar
|-
| Supply
| Sir Homi Mody
|-
|",0,0,0,0
"if you do not stop, the wikapidea nijas will come to your house and kill you",1,1,0,0
"""Sr. Again, it is the other way around, you all obsessed by your passion for your city that makes you """"think"""" Monterrey is more important, that is like saying that Lion is more important than Paris just because it had more money, if that was the case.  Paris would always be more important because it is France's image to the world, in Mexico, Guadalajara is the image.

Lic. Fausto De Valle

""",0,0,0,0
"Klitschko

I simply corrected the Klitchsko's records. Someone else is warring.",0,0,0,0
"""

 RfA support thank-you note! 

  Thanks for contributing to my successful  RfA! To the people who have supported my request: I appreciate the show of confidence in me and I hope I live up to your expectations!To the people who opposed the request: I'm certainly not ignoring the constructive criticism and advice you've offered. I thank you as well!♥! ~Kylu (|t)  
Here, have a nice cold Coke on...what're you doing with that axe? AIEE! ~Kylu (|t)  """,0,0,0,0
"Every eejit owns a car. Many of them have changed spark plugs. Few eejits have been inside a power station, or have spun up a gas turbine. Therefore when they invent something / unmask the gas company conspiracy against gyroscopic water fuel, it's the familiar car in which they visualise it.",0,0,0,0
. You are breaking the consensus reached amongst various wikipedian articles related to Indian democracy and ALSO other democratic nations by penning such an arrogant statement that completely trashes the will of the people of Punjab and India,0,0,0,0
"Next time this happens i won't just report it, I'll eat your children. Rarghhhh! You can't fuck wit me bitch! I am the fuckin' heavyweight champion of the world! I'll eat your face!",1,1,1,0
"""

 Treivas, Miller: you think you're safe over at Fire Island?  
  
We see you bitches are up to the same old same old, """"collaborating"""" on adding content of dubious import, this time photos from FI. Ya know, Miller, that whore Treivas musta really reamed your ass good and hard for you to continue to associate with him, despite the ongoing and ever-increasing threat to your well-being and personal safety. As always, your big mouth is your undoing, telling us where you'll be. You think it's harder to get to you monkeys on FI than it is in the city? Take a good look around you  see any places where somebody can """"lay in waiting?"""" You fcking moron! But listen, we like to be fair, we'll give you a headsup. Didn't we caution you about Columbia?  too bad we couldn't say Hello at that time; maybe this time we will. We're patient. So make like you're crossing the street: look to your right, and to your left...but also look behind you and look way in front of you, and do it all the time 'cause you never know when we might come by. This way you might be able to, how shall we put it??...oh yeah, you might be able to dodge a bullet! 
  
Hope to see you soon (you won't see us).72.76.10.207  """,0,1,1,0
"don't fuck with Meno25! 

You're a retarded twat, virgin in every cool thing and soon to be banned from the 
English Wikipedia.",1,0,1,1
"stop reverting my edit
your so fucken gay get a fucken life your fagot or go get laid or something",1,0,1,1
Thats one dickhead ive got two infact you just type in surname meanings on google. try it if your not to much of a retard!,1,0,1,0
"thanks 

Thanks for unblocking me, and yeah I understand that someone else would of blocked me, and I was acting like an idiot yesterday, because of everything that lead to what happened today started yesterday. So I've been mad, and I'm sure I was bothering you and everyone else, so sorry. I feel kind of stupid but eh.",0,0,0,0
Sitush is an asshole...die you dog,1,1,1,0
"Hi! I am back again!
Last warning!
Stop undoing my edits or die!",1,1,0,0
"Another false equivalence; I'm sure Karen knows me from around FAC, where I'm a content contributor even with, and despite, my block log. I learned from my mistakes. He didn't. ''''''",0,0,0,0
Bla bla bla....suck it Irishguy =),1,0,1,1
"Eat shit nigger 

I have infinite Ips I cant be blocked",1,0,0,1
"""

 Compensation 
I believe that the compensation section should include details about whether the compensation mentioned is per month or annual and it should also mention the source. I am unable to find the info so the person who first created the section, please help!   

""""Vajpayee remains PM till new pm is asked to form a government""""   is this accurate?  All the news stories I saw said that Vajpayee resigned immediately and his resignation was accepted by the president. This is not possible.- e 

He did in fact resign, and the president did accept it. However, as is custom, the president asked him to """"continue in office til alternative arrangements are made"""". (The Hindu) http://www.hinduonnet.com/thehindu/holnus/001200405140111.htm

Was Manmohan Singh sworn-in on the 19th, or did he merely become the 'designate'? I have not seen anything saying he IS now PM.  18:46, May 20, 2004 (UTC)

 How about this? The article quite unequivocally states that Abdul Kalam appointed Singh PM. Is it a technical point that he is PM only after he's been sworn in?  | Talk 

 To summarise the entire process, once the election results in India are declared, the President has the prerogative to invite any person (by convention - the elected leader of the single largest party/coalition. Note again - the chosen leader of the party does not have to be a member of the parliament, as yet.) to form the government. Please note that invitation is not equal to appointment. If it is clear that the ruling party is getting the boot, the Prime Minister formally submits his resignation to the President, who advises him to stay in power until alternate arrangements are made. Technically, the new Prime Minister takes charge the moment the oath to the office of the Prime Minister and the oath to safeguard official secrecy are adminsitered. In case of disputed numbers, the elected government must prove its majority on the parliament hall by tabling a confidence motion, within a stipulated period. And if the leader is unelected, he/she is required to get elected from either houses of parliament within six months.

 The case of the Parliament is a little more curious. The parliament is born on the day of its first session, when the individual members are sworn in. So technically, as on date, India has a government without a parliament. It would continue to remain so, until June 2, when the monsoon session convenes.  13:37, May 27, 2004 (UTC)

 Thanks, , for the clarification.  | Talk 

First non-Hindu?
The article currently states that Manmohan Singh is the first non-Hindu to be PM. I know that a number of newspaper articles have been repeating this, but I think it's wrong (or at least disputable) in that Rajiv Gandhi was a Parsee. At any rate, his father Feroze Gandhi was half-Muslim and half-Parsee, and if I'm not mistaken Zoroastrianism was the religion passed down to Rajiv and Sanjay (not that anybody in the family is exactly religious!).  00:14, 20 Feb 2005 (UTC)

 Guest Book on website of PM India 

Guest Book on website of 
http://www.pmindia.nic.in is not working for last two years. Similarly write to the PM India in 500 characters should be increased to 1500 characters.  
Please use this page for discussing the article only. Broken links for guest book should be reported to the site-master of pmindia.nic.in website, not to this page. Word limit of write to PM is also irrelevent to the article's discussion. —  (talk) 

Powerful person PM of super Power India
I have informed the Government of Pakistan for help and to maintain the Guest Book of PM of India as the same is not possible from Indian Engineers.
 

8<
The I in Congress(I) does not stand for Indira. I think it stands for """"Indicate"""". When Indira split the congress, hers was the breakaway faction. So what later became Congress(O - o for organisation) was the Congress. Indira's faction had to """"indicate"""" itself and hence Congress(Indicate). Later since she wrested co",0,0,0,0
I really hate you tommy i dont understand why you cant be actually nice for a sec and listen to my input. now you are being a pussy bitch by deleting everything i post. I hope bad things happen to you tommy. Bad things. Fuck you,1,1,1,0
"""

Great to have another South Australian on board. If you have any questions at all, just ask me at my talk page. Also, don't forget to sign comments you make with four tildes (that is, ~~~~), as it helps keep discussions organised. Hope to see you around,   TALK 13:05, 22 Jun 2005 (UTC)""",0,0,0,0
"""... You are the coolest, do you think the """"Tie-in series"""" term is ok? Those limited series have been called that for sure, but I dunno if that's the most apropiated term""",0,0,0,0
"Waverly place has not been a successful shopping center for a long time (15+ years). The deign is too pedestrian friendly, and thus not as well suited for cars. The have also been problems deciding what sort of character the plaza should have, and what sort of stores should be in the plaza. Also, it doesn't help that there is a Wal-Mart across the street and a large mall that is less than ten minutes away.",0,0,0,0
"CardinalDan FUCK YOU FAGGOT NIGGER CUNT LICKING CHINK DIPFUCKING SHIT NIGGER FACE, GET A LIFE OTHER THEN DELETING SHIT OFF WIKI YOU NERD FAGGOT",1,0,1,1
J Bar and C Fred are having anal sex together.,1,0,0,0
"""

 Dianetics confusion 

There seems to be a bit of confusion, or maybe just poorly-constructed passages, about when Dianetics was written and published. The first mention seems to indicate he wrote it in 1950... and that it was then published in 1949. And then later, when it's talking about the """"E-meter"""", it mentions a Dianetics enthusiast inventing it in """"the 1940s"""". - """,0,0,0,0
please do not delete this page because it has information which is not a lie and it has history. If you wish you may research it all.,0,0,0,0
"""

It's good to see that you agree.
Whether Russell was a bust is an opinionand that is the only information included under """"Impact.""""  The line about """"quickest"""" release is factually inaccurate.  The source is from a blogger.  I know that Bill Williamson works for ESPN, but the bloggers aren't held to the same standards.  A section on """"Opinions"""" could also include the recent comments by Stephen A. Smith on ESPN.67.169.25.132  """,0,0,0,0
"""
No it wasn't scrapped. Alicia's version remains as the original and 50 Cent's version is just a sample of it. Also, her version charted in the US and received plenty of coverage enough to have its own separate article. Regards. —21 """,0,0,0,0
"perspectives, and thus gain the whole picture",0,0,0,0
"""

 TYPICAL COMMUNIST CENSORSHIP. WIKIPEDIA SHOULD NOT LET TRANNY PSYCHOPATHS CONTROL THEIR ARTICLES! THESE PEOPLE SHOULD BE LOCKED AWAY IN A NUT HOUSE! 

This is why Wikipedia is a joke and can never be trusted.
It is extremely silly for Wikipedia to label a male transvestite as a """"she."""" It is impossible to change one's sex, you idiotic communist pieces of shit. Science trumps your bizarre fundamentalist socialist religion. Stop enabling people who suffer from gender identity disorder. It is harmful to their health.

I fully expect to be maligned as """"transphobic"""" or some other such nonsense for speaking the truth, because that is a common tactic you people use to silence your critics.""",1,0,1,1
"""

 DIE! 

Die you piece of shit.  chat  """,1,1,1,0
Did you know you are full of shit and a fucking cunt?,1,0,1,0
"List of Prime Ministers of Pakistan 

Hi, any chance you could have a look at Wikipedia:Peer review/List of Prime Ministers of Pakistan/archive1? Regards,  Khan",0,0,0,0
"It has already been demonstrated that the copyright was not renewed.  What's up, Doc?",0,0,0,0
"Why should I do that? Nobody says its a must here and I don't think it is. 
About Tocino: I think he should be stopped with his POV Contributions? Wouldn't it be better if you block him? He is the troublemaker.84.134.64.171",0,0,0,0
"Red Dwarf Christmas Special 

I've announced that will be a Christmas special of Red Dwarf will be on Disney XD between Xmas Eve and Xmas Day called The Phantom Empire. It will become the first Disney production. The Two-Parts of the episode.",0,0,0,0
"Jerk
Ill shwo you idiot! I will finish your life you idiot! For the last time! There is NO name to the Cathedral! That is it! Do uyou understand?",1,1,1,0
"R u gay? 

Hi, are you a faggot?",1,0,1,1
conduct Wikipedia business,0,0,0,0
"sikh history gezzaa 

user:sikh history

wiki pedia full on shit!!

Surinder Shinda, Sukshinder Shinda is shinda surname not other surnames

shinda is shinda ramgarhia surname!

user:sikh history you talk shit  86.166.250.11",1,0,1,0
